Month and Year,Month,Year,Sex,Age group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National,,
Dec-24,December,2024,Female,25?29 years,"1,239","1,865","1,072",484,431,124,93,212,"5,505",,
Dec-24,December,2024,Female,30?34 years,"1,252","2,255","1,159",580,401,134,115,243,"6,126",,
Dec-24,December,2024,Female,35?39 years,"1,257","2,311","1,089",665,448,109,105,233,"6,196",,
Dec-24,December,2024,Female,40?44 years,"1,083","1,988",935,552,367,99,83,249,"5,344",,
Dec-24,December,2024,Female,45?49 years,856,"1,413",700,381,230,66,57,175,"3,876",,
Dec-24,December,2024,Female,50?54 years,753,"1,093",561,297,178,66,53,130,"3,123",,
Dec-24,December,2024,Female,55?59 years,448,712,333,197,82,47,34,102,"1,954",,
Dec-24,December,2024,Female,60?64 years,322,473,219,95,73,43,20,53,"1,296",,
Dec-24,December,2024,Female,65+ years,431,705,374,151,89,101,42,66,"1,958",,
Dec-24,December,2024,Female,All Females,"14,009","19,784","11,390","5,119","3,840","1,258","1,030","2,239","58,559",,
Dec-24,December,2024,Male,0?4 years,"1,044","1,218",976,327,269,57,67,144,"4,097",,
Dec-24,December,2024,Male,5?9 years,879,"1,292",881,320,216,46,82,112,"3,822",,
Dec-24,December,2024,Male,10?14 years,755,"1,045",703,240,178,37,51,79,"3,085",,
Dec-24,December,2024,Male,15?17 years,607,685,463,125,146,38,48,58,"2,167",,
Dec-24,December,2024,Male,18?19 years,456,452,347,70,101,65,37,37,"1,562",,
Dec-24,December,2024,Male,20?24 years,804,984,600,134,214,108,64,57,"2,955",,
Dec-24,December,2024,Male,25?29 years,430,755,391,97,190,75,35,58,"2,030",,
Dec-24,December,2024,Male,30?34 years,448,903,474,134,186,92,72,62,"2,361",,
Dec-24,December,2024,Male,35?39 years,495,925,483,160,234,79,58,89,"2,517",,
Dec-24,December,2024,Male,40?44 years,609,"1,018",571,231,220,102,53,98,"2,895",,
Dec-24,December,2024,Male,45?49 years,546,817,544,196,213,84,74,88,"2,551",,
Dec-24,December,2024,Male,50?54 years,519,789,495,198,157,85,55,95,"2,388",,
Dec-24,December,2024,Male,55?59 years,404,538,347,156,137,71,40,93,"1,784",,
Dec-24,December,2024,Male,60?64 years,282,364,228,97,89,87,29,63,"1,236",,
Dec-24,December,2024,Male,65+ years,395,573,354,120,61,148,39,70,"1,759",,
Dec-24,December,2024,Male,All Males,"8,673","12,358","7,857","2,605","2,611","1,174",804,"1,203","37,209",,
Dec-24,December,2024,Total,0?4 years,"2,101","2,434","1,889",632,532,93,133,261,"8,066",,
Dec-24,December,2024,Total,5?9 years,"1,718","2,477","1,711",608,400,83,139,243,"7,368",,
Dec-24,December,2024,Total,10?14 years,"1,529","2,134","1,387",457,365,65,110,185,"6,229",,
Dec-24,December,2024,Total,15?17 years,"1,571","1,495","1,065",322,394,114,118,142,"5,215",,
Dec-24,December,2024,Total,18?19 years,"1,347","1,218",964,239,315,204,88,123,"4,486",,
Dec-24,December,2024,Total,20?24 years,"2,647","2,887","1,902",675,659,261,189,309,"9,505",,
Dec-24,December,2024,Total,25?29 years,"1,669","2,620","1,463",581,621,199,128,270,"7,535",,
Dec-24,December,2024,Total,30?34 years,"1,700","3,158","1,633",714,587,226,187,305,"8,487",,
Dec-24,December,2024,Total,35?39 years,"1,752","3,236","1,572",825,682,188,163,322,"8,713",,
Dec-24,December,2024,Total,40?44 years,"1,692","3,006","1,506",783,587,201,136,347,"8,239",,
Dec-24,December,2024,Total,45?49 years,"1,402","2,230","1,244",577,443,150,131,263,"6,427",,
Dec-24,December,2024,Total,50?54 years,"1,272","1,882","1,056",495,335,151,108,225,"5,511",,
Dec-24,December,2024,Total,55?59 years,852,"1,250",680,353,219,118,74,195,"3,738",,
Dec-24,December,2024,Total,60?64 years,604,837,447,192,162,130,49,116,"2,532",,
Dec-24,December,2024,Total,65+ years,826,"1,278",728,271,150,249,81,136,"3,717",,
Dec-24,December,2024,Total,All Ages,"22,682","32,142","19,247","7,724","6,451","2,432","1,834","3,442","95,768",,
Nov-24,November,2024,Female,0?4 years,"1,142","1,193",912,318,278,38,65,116,"4,059",,
Nov-24,November,2024,Female,5?9 years,873,"1,181",835,280,198,31,56,144,"3,596",,
Nov-24,November,2024,Female,10?14 years,817,"1,114",722,242,198,31,58,119,"3,298",,
Nov-24,November,2024,Female,15?17 years,"1,055",832,638,215,259,77,73,86,"3,230",,
Nov-24,November,2024,Female,18?19 years,971,790,614,175,221,140,53,90,"3,052",,
Nov-24,November,2024,Female,20?24 years,"1,978","1,903","1,335",528,471,139,128,258,"6,726",,
Nov-24,November,2024,Female,25?29 years,"1,288","1,850","1,066",477,435,126,89,227,"5,543",,
Nov-24,November,2024,Female,30?34 years,"1,300","2,275","1,180",589,401,124,119,260,"6,231",,
Nov-24,November,2024,Female,35?39 years,"1,281","2,326","1,151",660,446,116,104,246,"6,309",,
Nov-24,November,2024,Female,40?44 years,"1,118","1,958","1,011",594,372,102,84,248,"5,470",,
Nov-24,November,2024,Female,45?49 years,876,"1,411",730,377,252,60,54,186,"3,936",,
Nov-24,November,2024,Female,50?54 years,771,"1,133",565,296,189,71,55,151,"3,221",,
Nov-24,November,2024,Female,55?59 years,457,741,351,201,90,46,36,107,"2,027",,
Nov-24,November,2024,Female,60?64 years,338,452,238,118,75,39,23,56,"1,336",,
Nov-24,November,2024,Female,65+ years,462,736,369,161,95,95,39,76,"2,030",,
Nov-24,November,2024,Female,All Females,"14,727","19,895","11,717","5,231","3,980","1,235","1,036","2,370","60,064",,
Nov-24,November,2024,Male,0?4 years,"1,081","1,212",993,336,293,53,74,157,"4,192",,
Nov-24,November,2024,Male,5?9 years,902,"1,247",900,311,213,38,81,110,"3,799",,
Nov-24,November,2024,Male,10?14 years,769,"1,029",702,228,192,36,50,80,"3,084",,
Nov-24,November,2024,Male,15?17 years,717,675,467,127,170,40,41,64,"2,300",,
Nov-24,November,2024,Male,18?19 years,484,455,344,71,113,67,35,41,"1,606",,
Nov-24,November,2024,Male,20?24 years,862,998,638,137,209,106,69,64,"3,077",,
Nov-24,November,2024,Male,25?29 years,470,785,411,120,193,67,38,64,"2,144",,
Nov-24,November,2024,Male,30?34 years,480,922,497,155,192,88,68,74,"2,462",,
Nov-24,November,2024,Male,35?39 years,534,983,520,172,223,68,57,97,"2,645",,
Nov-24,November,2024,Male,40?44 years,661,986,600,239,232,102,58,103,"2,974",,
Nov-24,November,2024,Male,45?49 years,569,849,559,207,205,71,71,93,"2,612",,
Nov-24,November,2024,Male,50?54 years,551,785,530,220,165,81,51,96,"2,475",,
Nov-24,November,2024,Male,55?59 years,424,579,359,161,141,75,41,96,"1,869",,
Nov-24,November,2024,Male,60?64 years,287,354,235,92,85,80,29,66,"1,226",,
Nov-24,November,2024,Male,65+ years,412,602,382,132,69,137,41,75,"1,846",,
Nov-24,November,2024,Male,All Males,"9,203","12,461","8,137","2,708","2,695","1,109",804,"1,280","38,311",,
Nov-24,November,2024,Total,0?4 years,"2,223","2,405","1,905",654,571,91,139,273,"8,251",,
Nov-24,November,2024,Total,5?9 years,"1,775","2,428","1,735",591,411,69,137,254,"7,395",,
Nov-24,November,2024,Total,10?14 years,"1,586","2,143","1,424",470,390,67,108,199,"6,382",,
Nov-24,November,2024,Total,15?17 years,"1,772","1,507","1,105",342,429,117,114,150,"5,530",,
Nov-24,November,2024,Total,18?19 years,"1,455","1,245",958,246,334,207,88,131,"4,658",,
Nov-24,November,2024,Total,20?24 years,"2,840","2,901","1,973",665,680,245,197,322,"9,803",,
Nov-24,November,2024,Total,25?29 years,"1,758","2,635","1,477",597,628,193,127,291,"7,687",,
Nov-24,November,2024,Total,30?34 years,"1,780","3,197","1,677",744,593,212,187,334,"8,693",,
Nov-24,November,2024,Total,35?39 years,"1,815","3,309","1,671",832,669,184,161,343,"8,954",,
Nov-24,November,2024,Total,40?44 years,"1,779","2,944","1,611",833,604,204,142,351,"8,444",,
Nov-24,November,2024,Total,45?49 years,"1,445","2,260","1,289",584,457,131,125,279,"6,548",,
Nov-24,November,2024,Total,50?54 years,"1,322","1,918","1,095",516,354,152,106,247,"5,696",,
Nov-24,November,2024,Total,55?59 years,881,"1,320",710,362,231,121,77,203,"3,896",,
Nov-24,November,2024,Total,60?64 years,625,806,473,210,160,119,52,122,"2,562",,
Nov-24,November,2024,Total,65+ years,874,"1,338",751,293,164,232,80,151,"3,876",,
Nov-24,November,2024,Total,All Ages,"23,930","32,356","19,854","7,939","6,675","2,344","1,840","3,650","98,375",,
Oct-24,October,2024,Female,0?4 years,"1,127","1,192",974,287,305,38,66,125,"4,110",,
Oct-24,October,2024,Female,5?9 years,878,"1,207",835,250,227,30,60,125,"3,609",,
Oct-24,October,2024,Female,10?14 years,830,"1,108",713,240,203,35,58,121,"3,307",,
Oct-24,October,2024,Female,15?17 years,"1,029",854,632,215,266,76,63,92,"3,220",,
Oct-24,October,2024,Female,18?19 years,"1,011",802,584,196,203,132,50,90,"3,066",,
Oct-24,October,2024,Female,20?24 years,"1,983","1,907","1,329",545,471,148,139,250,"6,758",,
Oct-24,October,2024,Female,25?29 years,"1,248","1,947","1,070",483,435,122,95,237,"5,634",,
Oct-24,October,2024,Female,30?34 years,"1,303","2,375","1,216",613,382,123,127,271,"6,391",,
Oct-24,October,2024,Female,35?39 years,"1,285","2,327","1,153",664,453,120,103,244,"6,329",,
Oct-24,October,2024,Female,40?44 years,"1,163","1,996","1,022",594,368,96,81,249,"5,561",,
Oct-24,October,2024,Female,45?49 years,948,"1,490",743,393,254,65,58,187,"4,127",,
Oct-24,October,2024,Female,50?54 years,781,"1,130",577,296,199,76,53,148,"3,252",,
Oct-24,October,2024,Female,55?59 years,479,724,335,211,98,45,37,107,"2,031",,
Oct-24,October,2024,Female,60?64 years,343,450,234,110,72,42,26,67,"1,343",,
Oct-24,October,2024,Female,65+ years,466,760,351,164,94,95,37,73,"2,039",,
Oct-24,October,2024,Female,All Females,"14,874","20,269","11,768","5,261","4,030","1,243","1,053","2,386","60,777",,
Oct-24,October,2024,Male,0?4 years,"1,065","1,236",996,323,314,46,80,147,"4,202",,
Oct-24,October,2024,Male,5?9 years,882,"1,300",905,311,234,34,76,117,"3,856",,
Oct-24,October,2024,Male,10?14 years,764,"1,073",713,210,197,35,50,84,"3,122",,
Oct-24,October,2024,Male,15?17 years,715,673,449,129,156,42,39,56,"2,253",,
Oct-24,October,2024,Male,18?19 years,474,472,331,68,116,63,29,34,"1,582",,
Oct-24,October,2024,Male,20?24 years,902,"1,026",619,147,213,97,65,60,"3,119",,
Oct-24,October,2024,Male,25?29 years,495,774,409,128,182,68,39,63,"2,154",,
Oct-24,October,2024,Male,30?34 years,474,978,456,149,182,84,61,67,"2,441",,
Oct-24,October,2024,Male,35?39 years,544,999,519,179,227,64,56,87,"2,667",,
Oct-24,October,2024,Male,40?44 years,663,985,608,241,220,100,61,104,"2,974",,
Oct-24,October,2024,Male,45?49 years,608,904,555,218,195,84,66,86,"2,708",,
Oct-24,October,2024,Male,50?54 years,565,808,509,226,161,85,52,89,"2,489",,
Oct-24,October,2024,Male,55?59 years,413,584,356,171,135,81,41,97,"1,875",,
Oct-24,October,2024,Male,60?64 years,302,387,232,89,91,76,32,64,"1,270",,
Oct-24,October,2024,Male,65+ years,429,629,372,134,70,136,41,76,"1,884",,
Oct-24,October,2024,Male,All Males,"9,295","12,828","8,029","2,723","2,693","1,095",788,"1,231","38,596",,
Oct-24,October,2024,Total,0?4 years,"2,192","2,428","1,970",610,619,84,146,272,"8,312",,
Oct-24,October,2024,Total,5?9 years,"1,760","2,507","1,740",561,461,64,136,242,"7,465",,
Oct-24,October,2024,Total,10?14 years,"1,594","2,181","1,426",450,400,70,108,205,"6,429",,
Oct-24,October,2024,Total,15?17 years,"1,744","1,527","1,081",344,422,118,102,148,"5,473",,
Oct-24,October,2024,Total,18?19 years,"1,485","1,274",915,264,319,195,79,124,"4,648",,
Oct-24,October,2024,Total,20?24 years,"2,885","2,933","1,948",692,684,245,204,310,"9,877",,
Oct-24,October,2024,Total,25?29 years,"1,743","2,721","1,479",611,617,190,134,300,"7,788",,
Oct-24,October,2024,Total,30?34 years,"1,777","3,353","1,672",762,564,207,188,338,"8,832",,
Oct-24,October,2024,Total,35?39 years,"1,829","3,326","1,672",843,680,184,159,331,"8,996",,
Oct-24,October,2024,Total,40?44 years,"1,826","2,981","1,630",835,588,196,142,353,"8,535",,
Oct-24,October,2024,Total,45?49 years,"1,556","2,394","1,298",611,449,149,124,273,"6,835",,
Oct-24,October,2024,Total,50?54 years,"1,346","1,938","1,086",522,360,161,105,237,"5,741",,
Oct-24,October,2024,Total,55?59 years,892,"1,308",691,382,233,126,78,204,"3,906",,
Oct-24,October,2024,Total,60?64 years,645,837,466,199,163,118,58,131,"2,613",,
Oct-24,October,2024,Total,65+ years,895,"1,389",723,298,164,231,78,149,"3,923",,
Oct-24,October,2024,Total,All Ages,"24,169","33,097","19,797","7,984","6,723","2,338","1,841","3,617","99,373",,
Sep-24,September,2024,Female,0?4 years,"1,101","1,204",908,284,300,44,65,132,"4,036",,
Sep-24,September,2024,Female,5?9 years,862,"1,201",808,288,227,32,58,115,"3,586",,
Sep-24,September,2024,Female,10?14 years,849,"1,096",678,251,226,37,62,116,"3,315",,
Sep-24,September,2024,Female,15?17 years,"1,003",829,636,230,244,82,64,79,"3,160",,
Sep-24,September,2024,Female,18?19 years,965,775,562,189,206,130,54,98,"2,979",,
Sep-24,September,2024,Female,20?24 years,"1,986","1,887","1,282",518,458,154,131,239,"6,642",,
Sep-24,September,2024,Female,25?29 years,"1,247","1,922","1,029",504,448,136,97,211,"5,583",,
Sep-24,September,2024,Female,30?34 years,"1,304","2,275","1,179",577,415,122,114,261,"6,230",,
Sep-24,September,2024,Female,35?39 years,"1,219","2,293","1,099",636,435,94,105,226,"6,088",,
Sep-24,September,2024,Female,40?44 years,"1,143","1,959",991,571,367,94,84,232,"5,433",,
Sep-24,September,2024,Female,45?49 years,901,"1,455",725,397,269,71,57,164,"4,022",,
Sep-24,September,2024,Female,50?54 years,764,"1,099",557,287,215,74,56,144,"3,185",,
Sep-24,September,2024,Female,55?59 years,471,722,333,225,99,43,33,95,"2,016",,
Sep-24,September,2024,Female,60?64 years,319,439,224,116,70,43,28,59,"1,296",,
Sep-24,September,2024,Female,65+ years,479,719,360,154,79,94,36,75,"1,993",,
Sep-24,September,2024,Female,All Females,"14,613","19,875","11,371","5,227","4,058","1,250","1,044","2,246","59,564",,
Sep-24,September,2024,Male,0?4 years,"1,039","1,175",950,317,283,43,80,153,"4,035",,
Sep-24,September,2024,Male,5?9 years,892,"1,297",876,294,238,40,75,122,"3,830",,
Sep-24,September,2024,Male,10?14 years,747,"1,043",682,199,216,37,50,86,"3,058",,
Sep-24,September,2024,Male,15?17 years,667,665,443,127,160,40,35,51,"2,182",,
Sep-24,September,2024,Male,18?19 years,488,479,321,77,118,66,30,28,"1,603",,
Sep-24,September,2024,Male,20?24 years,880,972,596,140,212,102,60,50,"3,007",,
Sep-24,September,2024,Male,25?29 years,492,776,405,121,178,62,44,61,"2,134",,
Sep-24,September,2024,Male,30?34 years,518,907,434,156,184,80,59,61,"2,397",,
Sep-24,September,2024,Male,35?39 years,538,991,502,186,217,70,66,84,"2,641",,
Sep-24,September,2024,Male,40?44 years,649,975,610,213,230,92,57,98,"2,915",,
Sep-24,September,2024,Male,45?49 years,569,860,531,235,191,85,66,94,"2,621",,
Sep-24,September,2024,Male,50?54 years,580,801,490,223,165,78,50,77,"2,455",,
Sep-24,September,2024,Male,55?59 years,434,542,348,179,115,77,39,89,"1,819",,
Sep-24,September,2024,Male,60?64 years,308,371,234,88,81,69,31,60,"1,239",,
Sep-24,September,2024,Male,65+ years,435,629,352,131,69,125,38,72,"1,848",,
Sep-24,September,2024,Male,All Males,"9,236","12,483","7,774","2,686","2,657","1,066",780,"1,186","37,784",,
Sep-24,September,2024,Total,0?4 years,"2,140","2,379","1,858",601,583,87,145,285,"8,071",,
Sep-24,September,2024,Total,5?9 years,"1,754","2,498","1,684",582,465,72,133,237,"7,416",,
Sep-24,September,2024,Total,10?14 years,"1,596","2,139","1,360",450,442,74,112,202,"6,373",,
Sep-24,September,2024,Total,15?17 years,"1,670","1,494","1,079",357,404,122,99,130,"5,342",,
Sep-24,September,2024,Total,18?19 years,"1,453","1,254",883,266,324,196,84,126,"4,582",,
Sep-24,September,2024,Total,20?24 years,"2,866","2,859","1,878",658,670,256,191,289,"9,649",,
Sep-24,September,2024,Total,25?29 years,"1,739","2,698","1,434",625,626,198,141,272,"7,717",,
Sep-24,September,2024,Total,30?34 years,"1,822","3,182","1,613",733,599,202,173,322,"8,627",,
Sep-24,September,2024,Total,35?39 years,"1,757","3,284","1,601",822,652,164,171,310,"8,729",,
Sep-24,September,2024,Total,40?44 years,"1,792","2,934","1,601",784,597,186,141,330,"8,348",,
Sep-24,September,2024,Total,45?49 years,"1,470","2,315","1,256",632,460,156,123,258,"6,643",,
Sep-24,September,2024,Total,50?54 years,"1,344","1,900","1,047",510,380,152,106,221,"5,640",,
Sep-24,September,2024,Total,55?59 years,905,"1,264",681,404,214,120,72,184,"3,835",,
Sep-24,September,2024,Total,60?64 years,627,810,458,204,151,112,59,119,"2,535",,
Sep-24,September,2024,Total,65+ years,914,"1,348",712,285,148,219,74,147,"3,841",,
Sep-24,September,2024,Total,All Ages,"23,849","32,358","19,145","7,913","6,715","2,316","1,824","3,432","97,348",,
Aug-24,August,2024,Female,0?4 years,"1,122","1,197",877,305,322,46,62,123,"4,051",,
Aug-24,August,2024,Female,5?9 years,875,"1,178",794,281,221,28,55,107,"3,539",,
Aug-24,August,2024,Female,10?14 years,841,"1,090",647,250,225,38,56,99,"3,246",,
Aug-24,August,2024,Female,15?17 years,"1,010",821,605,232,238,89,62,81,"3,129",,
Aug-24,August,2024,Female,18?19 years,975,793,548,199,209,129,61,86,"2,999",,
Aug-24,August,2024,Female,20?24 years,"2,002","1,886","1,264",496,453,173,121,235,"6,622",,
Aug-24,August,2024,Female,25?29 years,"1,311","1,903","1,055",474,469,129,112,205,"5,640",,
Aug-24,August,2024,Female,30?34 years,"1,323","2,217","1,191",599,415,112,109,226,"6,182",,
Aug-24,August,2024,Female,35?39 years,"1,236","2,281","1,072",667,454,109,98,230,"6,127",,
Aug-24,August,2024,Female,40?44 years,"1,110","1,972",993,597,342,97,92,242,"5,432",,
Aug-24,August,2024,Female,45?49 years,895,"1,492",713,391,260,71,58,158,"4,023",,
Aug-24,August,2024,Female,50?54 years,758,"1,099",544,319,199,63,60,127,"3,156",,
Aug-24,August,2024,Female,55?59 years,475,731,331,225,105,42,34,97,"2,037",,
Aug-24,August,2024,Female,60?64 years,304,474,235,131,68,43,30,63,"1,342",,
Aug-24,August,2024,Female,65+ years,488,770,338,171,77,95,34,77,"2,049",,
Aug-24,August,2024,Female,All Females,"14,725","19,904","11,207","5,337","4,057","1,264","1,044","2,156","59,574",,
Aug-24,August,2024,Male,0?4 years,"1,075","1,135",965,334,298,44,83,140,"4,072",,
Aug-24,August,2024,Male,5?9 years,909,"1,272",837,291,246,43,77,124,"3,795",,
Aug-24,August,2024,Male,10?14 years,746,"1,044",657,210,217,33,47,83,"3,035",,
Aug-24,August,2024,Male,15?17 years,653,686,438,121,176,47,32,45,"2,196",,
Aug-24,August,2024,Male,18?19 years,496,475,342,67,110,64,31,31,"1,612",,
Aug-24,August,2024,Male,20?24 years,909,972,580,140,213,104,53,59,"3,026",,
Aug-24,August,2024,Male,25?29 years,488,788,395,131,183,69,42,62,"2,155",,
Aug-24,August,2024,Male,30?34 years,515,942,454,150,189,85,64,54,"2,443",,
Aug-24,August,2024,Male,35?39 years,551,949,505,188,224,68,54,96,"2,628",,
Aug-24,August,2024,Male,40?44 years,653,"1,009",590,244,225,92,59,98,"2,961",,
Aug-24,August,2024,Male,45?49 years,569,841,555,259,190,88,63,92,"2,652",,
Aug-24,August,2024,Male,50?54 years,560,782,491,259,168,75,50,84,"2,460",,
Aug-24,August,2024,Male,55?59 years,433,551,362,174,118,81,38,85,"1,839",,
Aug-24,August,2024,Male,60?64 years,326,374,234,94,92,67,28,61,"1,273",,
Aug-24,August,2024,Male,65+ years,421,646,372,148,67,129,40,69,"1,888",,
Aug-24,August,2024,Male,All Males,"9,304","12,466","7,777","2,810","2,716","1,089",761,"1,183","38,035",,
Aug-24,August,2024,Total,0?4 years,"2,197","2,332","1,842",639,620,90,145,263,"8,123",,
Aug-24,August,2024,Total,5?9 years,"1,784","2,450","1,631",572,467,71,132,231,"7,334",,
Aug-24,August,2024,Total,10?14 years,"1,587","2,134","1,304",460,442,71,103,182,"6,281",,
Aug-24,August,2024,Total,15?17 years,"1,663","1,507","1,043",353,414,136,94,126,"5,325",,
Aug-24,August,2024,Total,18?19 years,"1,471","1,268",890,266,319,193,92,117,"4,611",,
Aug-24,August,2024,Total,20?24 years,"2,911","2,858","1,844",636,666,277,174,294,"9,648",,
Aug-24,August,2024,Total,25?29 years,"1,799","2,691","1,450",605,652,198,154,267,"7,795",,
Aug-24,August,2024,Total,30?34 years,"1,838","3,159","1,645",749,604,197,173,280,"8,625",,
Aug-24,August,2024,Total,35?39 years,"1,787","3,230","1,577",855,678,177,152,326,"8,755",,
Aug-24,August,2024,Total,40?44 years,"1,763","2,981","1,583",841,567,189,151,340,"8,393",,
Aug-24,August,2024,Total,45?49 years,"1,464","2,333","1,268",650,450,159,121,250,"6,675",,
Aug-24,August,2024,Total,50?54 years,"1,318","1,881","1,035",578,367,138,110,211,"5,616",,
